@RELATION nothing 
@ATTRIBUTE webpage string
@ATTRIBUTE rating {1,-1}
@ATTRIBUTE tweet string
@ATTRIBUTE uid string
@ATTRIBUTE lda real
@ATTRIBUTE language_model real
@ATTRIBUTE tweet_length integer
@ATTRIBUTE chars integer
@ATTRIBUTE isverified {true,false}
@ATTRIBUTE followers_count integer
@ATTRIBUTE statuses_count integer
@ATTRIBUTE listed_count integer
@ATTRIBUTE friends_count integer
@ATTRIBUTE absolute_time_difference integer
@ATTRIBUTE relative_time_difference integer
@ATTRIBUTE binary_decision {1.0,-1.0}
@ATTRIBUTE capped_time_after integer
@ATTRIBUTE contains_url {true,false}
@ATTRIBUTE url_count integer
@ATTRIBUTE hashtag_count integer
@DATA
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae41d300323226c663ee54","90abd636bf324852a5ce7c4beb0d23f5",0.2344321939733552,-5.978310095624431,6.0,64.0,false,1513.0,140374.0,21.0,1228.0,1271123000.0,-1271123000.0,-1.0,0.0,false,1.0,1.0
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae1cae00323226c5ba3230","90abd636bf324852a5ce7c4beb0d23f5",0.5375948235222963,-7.033965602746775,10.0,110.0,false,1169.0,1852.0,16.0,961.0,2538657000.0,-2538657000.0,-1.0,0.0,false,1.0,1.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",-1,"52adf8c700323226c4f668f7","90abd636bf324852a5ce7c4beb0d23f5",0.9816830094535315,-7.597300602946017,9.0,91.0,false,760.0,142144.0,26.0,1.0,1233567000.0,-1233567000.0,-1.0,0.0,false,1.0,3.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",-1,"52ae05d700323226c53a849f","90abd636bf324852a5ce7c4beb0d23f5",0.06304894872615475,-7.660273895386976,12.0,142.0,false,61.0,114.0,1.0,40.0,685137000.0,-685137000.0,-1.0,0.0,false,1.0,2.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",1,"52ae116900323226c578a365","90abd636bf324852a5ce7c4beb0d23f5",0.9428544497235599,-6.373484242651502,14.0,139.0,false,1585.0,31258.0,99.0,118.0,27132000.0,-27132000.0,-1.0,0.0,false,1.0,3.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",1,"52ae130c00323226c58320c6","90abd636bf324852a5ce7c4beb0d23f5",0.9823856061462435,-6.786891269539777,8.0,130.0,false,27345.0,137218.0,1896.0,20523.0,51278000.0,51278000.0,1.0,51278000.0,false,1.0,2.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",1,"52ae4b9600323226c6967262","90abd636bf324852a5ce7c4beb0d23f5",0.9674561379541204,-6.944091352448734,12.0,136.0,false,3155.0,21254.0,62.0,3489.0,2197874000.0,2197874000.0,1.0,2197874000.0,false,1.0,2.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",1,"52ae14e900323226c58cdf59","90abd636bf324852a5ce7c4beb0d23f5",0.9816276023870265,-7.043222743417425,9.0,119.0,false,1375.0,65597.0,39.0,998.0,121371000.0,121371000.0,1.0,121371000.0,false,1.0,1.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",1,"52ae5f5c00323226c706713b","90abd636bf324852a5ce7c4beb0d23f5",0.9816276023870264,-6.802499952008377,9.0,99.0,false,672.0,10680.0,10.0,1990.0,3022529000.0,3022529000.0,1.0,3022529000.0,false,1.0,1.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",-1,"52adfbe800323226c507cba7","90abd636bf324852a5ce7c4beb0d23f5",0.0,-9.359177477513642,13.0,138.0,false,79.0,1116.0,6.0,322.0,1098952000.0,-1098952000.0,-1.0,0.0,false,1.0,1.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",1,"52ae118700323226c5796b24","90abd636bf324852a5ce7c4beb0d23f5",0.982386407278023,-6.46065698289246,13.0,136.0,false,1379.0,124784.0,18.0,1944.0,21854000.0,-21854000.0,-1.0,0.0,false,1.0,2.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",1,"52ae371800323226c631051f","90abd636bf324852a5ce7c4beb0d23f5",0.9748234050704446,-7.767308853784979,13.0,136.0,false,85.0,5364.0,4.0,60.0,1435892000.0,1435892000.0,1.0,1435892000.0,false,1.0,2.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",-1,"52ae029700323226c52b13c4","90abd636bf324852a5ce7c4beb0d23f5",0.04193021223543034,-7.793091578754276,11.0,98.0,false,1025.0,213146.0,67.0,1037.0,804027000.0,-804027000.0,-1.0,0.0,false,1.0,1.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",-1,"52adea7200323226c4a93716","90abd636bf324852a5ce7c4beb0d23f5",0.0,-8.005390290799728,12.0,136.0,false,57.0,9556.0,32.0,142.0,1856811000.0,-1856811000.0,-1.0,0.0,false,1.0,1.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",-1,"52ae293200323226c5f37e54","90abd636bf324852a5ce7c4beb0d23f5",0.6359227299887945,-6.682329226226716,10.0,129.0,true,497.0,1942.0,8.0,707.0,982283000.0,982283000.0,1.0,982283000.0,false,1.0,3.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",-1,"52ade4dc00323226c48c73ee","90abd636bf324852a5ce7c4beb0d23f5",0.0,-9.251680227899678,15.0,136.0,false,846.0,134711.0,142.0,227.0,2094771000.0,-2094771000.0,-1.0,0.0,false,1.0,5.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",-1,"52ae14b900323226c58c489a","90abd636bf324852a5ce7c4beb0d23f5",0.0,-7.103607599157849,12.0,125.0,false,4824.0,93291.0,65.0,4316.0,117582000.0,117582000.0,1.0,117582000.0,false,1.0,4.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",-1,"52adf80700323226c4f158cc","90abd636bf324852a5ce7c4beb0d23f5",0.0,-7.759207834520136,9.0,76.0,false,1881.0,115676.0,20.0,1581.0,1271514000.0,-1271514000.0,-1.0,0.0,false,1.0,1.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",-1,"52adf7f300323226c4f0df1e","90abd636bf324852a5ce7c4beb0d23f5",0.07708408552810582,-7.014196253803301,13.0,136.0,false,1873.0,1455.0,20.0,115.0,1275550000.0,-1275550000.0,-1.0,0.0,false,1.0,4.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",1,"52add33000323226c427d9ac","90abd636bf324852a5ce7c4beb0d23f5",0.9834395299495932,-7.55307800332199,10.0,96.0,false,760.0,142144.0,26.0,1.0,2899168000.0,-2899168000.0,-1.0,0.0,false,1.0,3.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",-1,"52add8df00323226c44621bc","90abd636bf324852a5ce7c4beb0d23f5",0.0,-8.047987258249616,13.0,118.0,false,891.0,5430.0,45.0,861.0,2654813000.0,-2654813000.0,-1.0,0.0,false,1.0,2.0
"http://www.bbc.co.uk/news/world-middle-east-24154483?utm_source=dlvr.it&utm_medium=twitter",1,"52ae0b1f00323226c554e722","90abd636bf324852a5ce7c4beb0d23f5",0.9816276023870264,-7.640172324412409,9.0,94.0,false,6218.0,42058.0,79.0,112.0,482993000.0,-482993000.0,-1.0,0.0,false,1.0,1.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52ae0d4200323226c56039e6","90abd636bf324852a5ce7c4beb0d23f5",0.9974555735828874,-5.721325737462276,10.0,122.0,false,46.0,245.0,2.0,29.0,1364291000.0,1364291000.0,1.0,1364291000.0,false,1.0,2.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52ae0d7300323226c561172b","90abd636bf324852a5ce7c4beb0d23f5",0.9975429199114414,-6.958810388261017,13.0,136.0,false,1379.0,124784.0,18.0,1944.0,1370489000.0,1370489000.0,1.0,1370489000.0,false,1.0,2.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52adc79400323226c40d438b","90abd636bf324852a5ce7c4beb0d23f5",0.5241956310091564,-8.171360588409673,13.0,139.0,false,868.0,1924.0,11.0,1393.0,1538325000.0,-1538325000.0,-1.0,0.0,false,1.0,6.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52adea5f00323226c4a8c102","90abd636bf324852a5ce7c4beb0d23f5",0.9725053818078234,-6.424387367087872,7.0,69.0,false,222.0,1160.0,4.0,503.0,287119000.0,-287119000.0,-1.0,0.0,false,1.0,1.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52ade0d300323226c474f04d","90abd636bf324852a5ce7c4beb0d23f5",0.9150866866664829,-7.976634439879115,10.0,139.0,false,554.0,2328.0,3.0,674.0,711456000.0,-711456000.0,-1.0,0.0,false,1.0,3.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",1,"52ae04a600323226c536200b","90abd636bf324852a5ce7c4beb0d23f5",0.9725053818078233,-5.999904833668441,8.0,86.0,false,74.0,204.0,0.0,119.0,854909000.0,854909000.0,1.0,854909000.0,false,1.0,1.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52adf76d00323226c4ee069d","90abd636bf324852a5ce7c4beb0d23f5",0.1810196219808698,-7.906064051044509,13.0,136.0,false,1296.0,76605.0,90.0,761.0,272376000.0,272376000.0,1.0,272376000.0,false,1.0,2.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52ade89000323226c49e420b","90abd636bf324852a5ce7c4beb0d23f5",0.2048315667416104,-7.851139801439659,15.0,131.0,false,11.0,159.0,0.0,27.0,370150000.0,-370150000.0,-1.0,0.0,false,1.0,2.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52ae12a200323226c58016b5","90abd636bf324852a5ce7c4beb0d23f5",0.8567137271575519,-8.516512985034286,11.0,140.0,false,6.0,192.0,0.0,60.0,1603244000.0,1603244000.0,1.0,1603244000.0,false,2.0,1.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52ade4fc00323226c48d22ff","90abd636bf324852a5ce7c4beb0d23f5",0.9973934159917294,-7.077133877603718,14.0,120.0,false,3636.0,3917.0,30.0,3372.0,515578000.0,-515578000.0,-1.0,0.0,false,1.0,1.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52addd5e00323226c4605007","90abd636bf324852a5ce7c4beb0d23f5",0.2064444380749073,-6.826695077794128,11.0,118.0,false,275.0,522.0,9.0,537.0,873049000.0,-873049000.0,-1.0,0.0,false,1.0,2.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",1,"52aded8d00323226c4bbdb26","90abd636bf324852a5ce7c4beb0d23f5",0.9725053818078234,-7.425913224661404,13.0,136.0,true,6638787.0,14080.0,78838.0,3.0,138172000.0,-138172000.0,-1.0,0.0,false,1.0,1.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",1,"52adf0be00323226c4ce51f3","90abd636bf324852a5ce7c4beb0d23f5",0.9973496308710086,-7.052870745488532,11.0,101.0,false,2570.0,458010.0,109.0,2792.0,8105000.0,8105000.0,1.0,8105000.0,false,1.0,6.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52adea2e00323226c4a78835","90abd636bf324852a5ce7c4beb0d23f5",0.04454650638945307,-7.435031279687692,12.0,136.0,false,211.0,36837.0,23.0,85.0,296291000.0,-296291000.0,-1.0,0.0,false,1.0,1.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52ade91c00323226c4a1b6ea","90abd636bf324852a5ce7c4beb0d23f5",0.193348346560633,-8.058516779644444,14.0,129.0,false,11.0,159.0,0.0,27.0,344323000.0,-344323000.0,-1.0,0.0,false,1.0,2.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",1,"52ae083e00323226c545ee1c","90abd636bf324852a5ce7c4beb0d23f5",0.8101642733007259,-7.748797469402526,11.0,132.0,false,997.0,32154.0,31.0,727.0,977515000.0,977515000.0,1.0,977515000.0,false,1.0,1.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",1,"52ae0d8200323226c5616498","90abd636bf324852a5ce7c4beb0d23f5",0.1785793688685177,-7.515138476652509,11.0,138.0,false,40655.0,65176.0,2796.0,2555.0,1372668000.0,1372668000.0,1.0,1372668000.0,false,1.0,1.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",1,"52ade2d200323226c4813132","90abd636bf324852a5ce7c4beb0d23f5",0.9725053818078234,-7.425588397694369,14.0,136.0,false,15.0,2523.0,0.0,48.0,613962000.0,-613962000.0,-1.0,0.0,false,1.0,3.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52ae39e800323226c63bd78c","90abd636bf324852a5ce7c4beb0d23f5",0.9974176513407187,-7.772912161620339,14.0,140.0,false,467.0,5043.0,8.0,786.0,3092004000.0,3092004000.0,1.0,3092004000.0,false,1.0,1.0
"http://www.reuters.com/article/2013/08/31/us-syria-crisis-un-idUSBRE97U0AD20130831",-1,"52adedbf00323226c4bcfbf1","90abd636bf324852a5ce7c4beb0d23f5",0.9725053818078234,-7.304197997311648,12.0,140.0,false,176.0,1745.0,0.0,646.0,128978000.0,-128978000.0,-1.0,0.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adec2800323226c4b34841","90abd636bf324852a5ce7c4beb0d23f5",0.962290015032302,-6.810532573057301,13.0,137.0,false,643.0,12979.0,7.0,539.0,226459000.0,226459000.0,1.0,226459000.0,true,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adf17300323226c4d1f3c9","90abd636bf324852a5ce7c4beb0d23f5",0.9835763145865549,-6.457622814885879,10.0,97.0,false,293.0,82963.0,5.0,173.0,470170000.0,470170000.0,1.0,470170000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adf1b800323226c4d36e31","90abd636bf324852a5ce7c4beb0d23f5",0.9796021690932433,-8.144659126183029,14.0,136.0,false,326.0,9662.0,8.0,203.0,482483000.0,482483000.0,1.0,482483000.0,false,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52adf87800323226c4f44dd1","90abd636bf324852a5ce7c4beb0d23f5",0.9835763145865547,-6.56656855330388,14.0,136.0,false,4173.0,40582.0,16.0,1118.0,754247000.0,754247000.0,1.0,754247000.0,false,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adedac00323226c4bc91f7","90abd636bf324852a5ce7c4beb0d23f5",0.9835763145865548,-6.334354606214204,7.0,89.0,false,160.0,5706.0,4.0,130.0,297905000.0,297905000.0,1.0,297905000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52adc84900323226c41160ce","90abd636bf324852a5ce7c4beb0d23f5",0.0,-7.097573540095803,14.0,134.0,false,376.0,21330.0,5.0,690.0,1071022000.0,-1071022000.0,-1.0,0.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ae04c500323226c536de7e","90abd636bf324852a5ce7c4beb0d23f5",0.9835763145865547,-6.817514198736053,10.0,99.0,false,6963.0,71621.0,441.0,1983.0,1290130000.0,1290130000.0,1.0,1290130000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52ae040700323226c53218c3","90abd636bf324852a5ce7c4beb0d23f5",0.9835763145865548,-6.600803675670337,11.0,136.0,false,1695.0,220303.0,71.0,5.0,1256206000.0,1256206000.0,1.0,1256206000.0,false,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52add8f100323226c446a12e","90abd636bf324852a5ce7c4beb0d23f5",0.0,-7.31789668002566,12.0,136.0,false,326.0,9662.0,8.0,203.0,647721000.0,-647721000.0,-1.0,0.0,false,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52ade73100323226c49830ef","90abd636bf324852a5ce7c4beb0d23f5",0.9835763145865547,-6.865318393269069,11.0,139.0,false,1555.0,44198.0,81.0,1946.0,7834000.0,7834000.0,1.0,7834000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52ae026a00323226c529fe07","90abd636bf324852a5ce7c4beb0d23f5",0.9848817071604421,-7.458674122967772,13.0,118.0,false,73.0,1454.0,2.0,54.0,1191969000.0,1191969000.0,1.0,1191969000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52adefc500323226c4c8db89","90abd636bf324852a5ce7c4beb0d23f5",0.9866744804781143,-7.533649190867863,13.0,132.0,false,606.0,67571.0,22.0,45.0,394178000.0,394178000.0,1.0,394178000.0,false,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adf85500323226c4f36580","90abd636bf324852a5ce7c4beb0d23f5",0.9835763145865549,-6.872688821074656,11.0,113.0,false,83.0,6109.0,9.0,403.0,747518000.0,747518000.0,1.0,747518000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52ade48b00323226c48abcfc","90abd636bf324852a5ce7c4beb0d23f5",0.9926666511018598,-6.604231426399688,13.0,136.0,false,606.0,67571.0,22.0,45.0,104456000.0,-104456000.0,-1.0,0.0,false,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ade97a00323226c4a3c39f","90abd636bf324852a5ce7c4beb0d23f5",0.9904979473458582,-6.85054179244398,8.0,96.0,false,329.0,5747.0,5.0,158.0,102063000.0,102063000.0,1.0,102063000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52adff3f00323226c51921f8","90abd636bf324852a5ce7c4beb0d23f5",0.9927809901328384,-7.767155960465501,12.0,136.0,false,0.0,34.0,0.0,10.0,1042490000.0,1042490000.0,1.0,1042490000.0,false,2.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ae096600323226c54cccf8","90abd636bf324852a5ce7c4beb0d23f5",0.7587936121245998,-7.987183465372398,11.0,107.0,false,122.0,665.0,0.0,484.0,1458126000.0,1458126000.0,1.0,1458126000.0,false,1.0,3.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52ae171e00323226c59a5334","90abd636bf324852a5ce7c4beb0d23f5",0.02791418451212654,-7.038949676928203,11.0,118.0,false,1058.0,36604.0,46.0,521.0,2226264000.0,2226264000.0,1.0,2226264000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adee7900323226c4c1718d","90abd636bf324852a5ce7c4beb0d23f5",0.9785489926670264,-7.344922843916875,11.0,126.0,false,1158.0,20263.0,16.0,1563.0,334473000.0,334473000.0,1.0,334473000.0,false,1.0,5.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adeb8500323226c4af9f9d","90abd636bf324852a5ce7c4beb0d23f5",0.9835763145865546,-6.524840962249033,11.0,140.0,false,300.0,7474.0,1.0,574.0,195810000.0,195810000.0,1.0,195810000.0,false,1.0,1.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52ae5f5600323226c7064eb7","90abd636bf324852a5ce7c4beb0d23f5",0.06286364972113911,-8.280662430090103,13.0,140.0,false,1.0,197.0,1.0,11.0,4838112000.0,4838112000.0,1.0,4838112000.0,false,2.0,2.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52ae072700323226c53f68e1","90abd636bf324852a5ce7c4beb0d23f5",0.0,-6.749532738692494,9.0,106.0,false,4021.0,3418.0,89.0,4024.0,1171117000.0,1171117000.0,1.0,1171117000.0,false,1.0,1.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",1,"52ae1f6b00323226c5c7b044","90abd636bf324852a5ce7c4beb0d23f5",0.8590409388730146,-6.749797907557046,10.0,142.0,false,606.0,67571.0,22.0,45.0,2463297000.0,2463297000.0,1.0,2463297000.0,false,1.0,2.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52ade3ef00323226c48741e4","90abd636bf324852a5ce7c4beb0d23f5",0.02664787429455782,-9.232117890191526,12.0,138.0,false,1695.0,220303.0,71.0,5.0,319105000.0,-319105000.0,-1.0,0.0,false,1.0,2.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52ade55400323226c48efa94","90abd636bf324852a5ce7c4beb0d23f5",0.008250416949066372,-8.037347349308309,12.0,136.0,false,498.0,27729.0,10.0,52.0,255996000.0,-255996000.0,-1.0,0.0,false,1.0,1.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52ae63fc00323226c71e73fa","90abd636bf324852a5ce7c4beb0d23f5",0.2123126403341849,-8.633333749413996,14.0,136.0,false,85.0,5364.0,4.0,60.0,5010685000.0,5010685000.0,1.0,5010685000.0,false,1.0,2.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",1,"52ade8e800323226c4a07ae5","90abd636bf324852a5ce7c4beb0d23f5",0.8150096936701112,-7.316699678287041,12.0,136.0,false,1016.0,83367.0,10.0,670.0,109785000.0,-109785000.0,-1.0,0.0,false,1.0,2.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52adb96600323226c3c2cec2","90abd636bf324852a5ce7c4beb0d23f5",0.0,-7.958109394918763,15.0,136.0,false,6061.0,171748.0,228.0,518.0,2338201000.0,-2338201000.0,-1.0,0.0,false,1.0,2.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",1,"52ae5a6d00323226c6e8f79b","90abd636bf324852a5ce7c4beb0d23f5",0.2145937302828678,-7.505429188388264,10.0,98.0,false,1025.0,213146.0,67.0,1037.0,4629037000.0,4629037000.0,1.0,4629037000.0,false,1.0,1.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52ade10d00323226c47649cd","90abd636bf324852a5ce7c4beb0d23f5",0.3137902993453409,-8.101465514296807,17.0,138.0,false,310.0,6494.0,5.0,405.0,458228000.0,-458228000.0,-1.0,0.0,false,1.0,1.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52ade12e00323226c477198c","90abd636bf324852a5ce7c4beb0d23f5",0.323088325125447,-9.35735865014394,14.0,136.0,false,1032.0,9461.0,34.0,931.0,452367000.0,-452367000.0,-1.0,0.0,false,1.0,2.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52ade8e300323226c4a05947","90abd636bf324852a5ce7c4beb0d23f5",0.0,-7.453794882931943,15.0,136.0,false,326.0,9662.0,8.0,203.0,110693000.0,-110693000.0,-1.0,0.0,false,1.0,2.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",1,"52ade4ec00323226c48cd054","90abd636bf324852a5ce7c4beb0d23f5",0.8149465366377554,-7.774896566063028,15.0,136.0,false,956.0,609.0,1.0,1040.0,275039000.0,-275039000.0,-1.0,0.0,false,1.0,2.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52ade02400323226c470977a","90abd636bf324852a5ce7c4beb0d23f5",0.8239881148691628,-9.131717030572315,15.0,136.0,false,85.0,5364.0,4.0,60.0,502808000.0,-502808000.0,-1.0,0.0,false,1.0,2.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52ae06a700323226c53c46e8","90abd636bf324852a5ce7c4beb0d23f5",0.2669546317231627,-7.741079454357115,10.0,131.0,false,7.0,566.0,1.0,35.0,1147467000.0,1147467000.0,1.0,1147467000.0,false,2.0,3.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52adfca300323226c50c3b05","90abd636bf324852a5ce7c4beb0d23f5",0.0,-7.363876780036346,13.0,136.0,false,867.0,22501.0,25.0,2001.0,750180000.0,750180000.0,1.0,750180000.0,false,1.0,3.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52ae3da200323226c64bdbc0","90abd636bf324852a5ce7c4beb0d23f5",0.2160029650494086,-7.167064044301025,11.0,144.0,false,3704.0,11132.0,140.0,3916.0,3458033000.0,3458033000.0,1.0,3458033000.0,false,1.0,1.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",-1,"52ae063500323226c53b14d8","90abd636bf324852a5ce7c4beb0d23f5",0.02065721975438191,-6.297771107126748,11.0,120.0,false,4726.0,10006.0,9.0,4752.0,1136792000.0,1136792000.0,1.0,1136792000.0,false,1.0,1.0
"http://www.theguardian.com/commentisfree/2013/aug/28/martin-luther-king-poverty-message",1,"52adeb5200323226c4aea30a","90abd636bf324852a5ce7c4beb0d23f5",0.8177901607564395,-7.060951865670379,12.0,136.0,false,1829.0,20469.0,73.0,1910.0,0.0,0.0,1.0,0.0,true,1.0,1.0
